SubjectCode,CourseNo\.,InstrType,InstrMethod,Sec,CRN_URL,CRN,CourseTitle,Days_Time._,Days_Time.realName,Days_Time1._,Days_Time1.realName,Instructor
ARCH,493,Thesis,Face To Face,011,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14769?crseNumb=493,14769,Senior Project I,M,Days _ Time,06:00 pm - 09:50 pm,Days _ Time1,STAFF
ARBC,201,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15240?crseNumb=201,15240,Arabic IV,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Amel Mili
BIO,100,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10651?crseNumb=100,10651,"Applied Cells, Genetics & Physiology",MWF,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,Meshagae E Hunte-Brown
BSAN,710,Lecture,Face To Face,675,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14869?crseNumb=710,14869,Business Analytics Capstone Project,T,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Matthew J Schneider
BIO,100,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10652?crseNumb=100,10652,"Applied Cells, Genetics & Physiology",MWF,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,Meshagae E Hunte-Brown
STAT,201,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10962?crseNumb=201,10962,Introduction to Business Statistics,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Benjamin Lev
STAT,201,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10090?crseNumb=201,10090,Introduction to Business Statistics,M,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Min Wang
BIO,107,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10649?crseNumb=107,10649,"Cells, Genetics & Physiology",MWF,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,Meshagae E Hunte-Brown
STAT,201,Lecture,Hybrid,131,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11291?crseNumb=201,11291,Introduction to Business Statistics,M,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Min Wang
BIO,107,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10650?crseNumb=107,10650,"Cells, Genetics & Physiology",MWF,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,Meshagae E Hunte-Brown
STAT,201,Lecture,Hybrid,132,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11493?crseNumb=201,11493,Introduction to Business Statistics,M,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Min Wang
BIO,108,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10653?crseNumb=108,10653,"Cells, Genetics and Physiology Laboratory",W,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,STAFF
STAT,202,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10771?crseNumb=202,10771,Business Statistics II,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Anna G Devlin
STAT,202,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11119?crseNumb=202,11119,Business Statistics II,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Anna G Devlin
BIO,108,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11209?crseNumb=108,11209,"Cells, Genetics and Physiology Laboratory",T,Days _ Time,09:00 am - 10:50 am,Days _ Time1,STAFF
STAT,205,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10015?crseNumb=205,10015,Statistical Inference I,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Jinwook Lee
BIO,108,Lab,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10654?crseNumb=108,10654,"Cells, Genetics and Physiology Laboratory",T,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,STAFF
STAT,510,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12266?crseNumb=510,12266,Introduction to Statistics for Business Analytics,W,Days _ Time,06:00 pm - 07:50 pm,Days _ Time1,Benjamin Lev
BIO,108,Lab,Face To Face,064,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13870?crseNumb=108,13870,"Cells, Genetics and Physiology Laboratory",F,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,STAFF
STAT,510,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11887?crseNumb=510,11887,Introduction to Statistics for Business Analytics,TBD,Days _ Time,TBD,Days _ Time1,Edward D Arnheiter
ARCH,493,Thesis,Face To Face,012,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15181?crseNumb=493,15181,Senior Project I,M,Days _ Time,06:00 pm - 09:50 pm,Days _ Time1,STAFF
STAT,610,Lecture,Face To Face,673,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11696?crseNumb=610,11696,Statistics for Business Analytics,R,Days _ Time,02:00 pm - 04:50 pm,Days _ Time1,Matthew J Schneider
ARTH,101,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10060?crseNumb=101,10060,History of Art I,TR,Days _ Time,05:00 pm - 06:20 pm,Days _ Time1,Pia Brancaccio
BIO,108,Lab,Face To Face,065,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12047?crseNumb=108,12047,"Cells, Genetics and Physiology Laboratory",M,Days _ Time,05:00 pm - 06:50 pm,Days _ Time1,STAFF
STAT,610,Lecture,Face To Face,674,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13474?crseNumb=610,13474,Statistics for Business Analytics,R,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Matthew J Schneider
ARTH,102,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10947?crseNumb=102,10947,History of Art II,TR,Days _ Time,11:00 am - 12:20 pm,Days _ Time1,Joseph F Gregory
BIO,108,Lab,Face To Face,066,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10655?crseNumb=108,10655,"Cells, Genetics and Physiology Laboratory",W,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,STAFF
STAT,628,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15123?crseNumb=628,15123,Applied Regression Analysis,R,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Christopher T Gaffney
ARTH,103,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12318?crseNumb=103,12318,History of Art III,MW,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,Delia L Solomons
BIO,131,Recitation/Discussion,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12657?crseNumb=131,12657,Cells and Biomolecules,F,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,STAFF
ARTH,300,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10527?crseNumb=300,10527,History of Modern Design,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Heather G Moqtaderi
STAT,T680,Special Topics-Lecture,Face To Face,625,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14871?crseNumb=T680,14871,Time Series Forecasting,T,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Merrill W Liechty
ARTH,300,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10756?crseNumb=300,10756,History of Modern Design,F,Days _ Time,09:00 am - 11:50 am,Days _ Time1,Joseph H Larnerd
BIO,131,Recitation/Discussion,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12658?crseNumb=131,12658,Cells and Biomolecules,F,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
STAT,931,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10888?crseNumb=931,10888,Statistics for Economics,R,Days _ Time,09:00 am - 11:50 am,Days _ Time1,David Gefen
ARTH,301,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12319?crseNumb=301,12319,Asian Art and Culture,TR,Days _ Time,03:30 pm - 04:50 pm,Days _ Time1,Pia Brancaccio
BIO,131,Recitation/Discussion,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12659?crseNumb=131,12659,Cells and Biomolecules,F,Days _ Time,03:00 pm - 03:50 pm,Days _ Time1,STAFF
ARTH,331,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13551?crseNumb=331,13551,Global Material Culture,R,Days _ Time,09:30 am - 12:20 pm,Days _ Time1,Joseph H Larnerd
BIO,131,Recitation/Discussion,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12660?crseNumb=131,12660,Cells and Biomolecules,F,Days _ Time,04:00 pm - 04:50 pm,Days _ Time1,STAFF
ARTH,335,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12628?crseNumb=335,12628,History of Costume I: Preclassical to 1800,TR,Days _ Time,02:00 pm - 03:20 pm,Days _ Time1,Clare Sauro
ARTH,335,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12906?crseNumb=335,12906,History of Costume I: Preclassical to 1800,T,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Katie Sabo
BIO,131,Recitation/Discussion,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12661?crseNumb=131,12661,Cells and Biomolecules,R,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
ARTH,337,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12228?crseNumb=337,12228,History of Costume III: 1920 to Present,T,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Monica B Stevens Smyth
BIO,131,Recitation/Discussion,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12662?crseNumb=131,12662,Cells and Biomolecules,R,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,007,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12663?crseNumb=131,12663,Cells and Biomolecules,R,Days _ Time,09:00 am - 09:50 am,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,008,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12664?crseNumb=131,12664,Cells and Biomolecules,R,Days _ Time,04:00 pm - 04:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,009,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13749?crseNumb=131,13749,Cells and Biomolecules,R,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,010,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12665?crseNumb=131,12665,Cells and Biomolecules,R,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,011,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12666?crseNumb=131,12666,Cells and Biomolecules,R,Days _ Time,10:00 am - 10:50 am,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,012,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12667?crseNumb=131,12667,Cells and Biomolecules,R,Days _ Time,03:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,013,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12668?crseNumb=131,12668,Cells and Biomolecules,F,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,014,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12669?crseNumb=131,12669,Cells and Biomolecules,F,Days _ Time,10:00 am - 10:50 am,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,015,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12670?crseNumb=131,12670,Cells and Biomolecules,F,Days _ Time,04:00 pm - 04:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,016,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12671?crseNumb=131,12671,Cells and Biomolecules,F,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,017,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13879?crseNumb=131,13879,Cells and Biomolecules,F,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,018,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14527?crseNumb=131,14527,Cells and Biomolecules,F,Days _ Time,03:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,019,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15166?crseNumb=131,15166,Cells and Biomolecules,F,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,21H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12672?crseNumb=131,12672,Cells and Biomolecules,F,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,22H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12673?crseNumb=131,12673,Cells and Biomolecules,F,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,131,Recitation/Discussion,Face To Face,23H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15167?crseNumb=131,15167,Cells and Biomolecules,F,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,131,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12674?crseNumb=131,12674,Cells and Biomolecules,MWF,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,STAFF
BIO,131,Lecture,Face To Face,B,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12675?crseNumb=131,12675,Cells and Biomolecules,MWF,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,131,Lecture,Face To Face,H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12676?crseNumb=131,12676,Cells and Biomolecules,TR,Days _ Time,09:30 am - 10:50 am,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15168?crseNumb=134,15168,Cells and Biomolecules Lab,T,Days _ Time,08:00 am - 09:50 am,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12677?crseNumb=134,12677,Cells and Biomolecules Lab,T,Days _ Time,10:00 am - 11:50 am,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12678?crseNumb=134,12678,Cells and Biomolecules Lab,T,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,064,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12679?crseNumb=134,12679,Cells and Biomolecules Lab,T,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,065,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12680?crseNumb=134,12680,Cells and Biomolecules Lab,T,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,066,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12681?crseNumb=134,12681,Cells and Biomolecules Lab,W,Days _ Time,09:00 am - 10:50 am,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,067,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12682?crseNumb=134,12682,Cells and Biomolecules Lab,W,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,068,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12683?crseNumb=134,12683,Cells and Biomolecules Lab,W,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,069,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12684?crseNumb=134,12684,Cells and Biomolecules Lab,W,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,070,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12685?crseNumb=134,12685,Cells and Biomolecules Lab,W,Days _ Time,05:00 pm - 06:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,071,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12686?crseNumb=134,12686,Cells and Biomolecules Lab,R,Days _ Time,08:00 am - 09:50 am,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,072,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12687?crseNumb=134,12687,Cells and Biomolecules Lab,R,Days _ Time,10:00 am - 11:50 am,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,073,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12688?crseNumb=134,12688,Cells and Biomolecules Lab,R,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,074,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12689?crseNumb=134,12689,Cells and Biomolecules Lab,R,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,075,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12690?crseNumb=134,12690,Cells and Biomolecules Lab,R,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,077,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12691?crseNumb=134,12691,Cells and Biomolecules Lab,R,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,STAFF
BIO,134,Lab,Face To Face,079,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12914?crseNumb=134,12914,Cells and Biomolecules Lab,W,Days _ Time,09:00 am - 10:50 am,Days _ Time1,STAFF
BIO,142,Lab,Face To Face,61H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13880?crseNumb=142,13880,SEA-PHAGES I,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,STAFF
BIO,142,Lab,Face To Face,62H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12692?crseNumb=142,12692,SEA-PHAGES I,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,142,Lab,Face To Face,63H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12693?crseNumb=142,12693,SEA-PHAGES I,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,142,Lab,Face To Face,64H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12694?crseNumb=142,12694,SEA-PHAGES I,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,161,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10349?crseNumb=161,10349,General Biology I,TBD,Days _ Time,TBD,Days _ Time1,Heather J Gwin
BIO,164,Lab,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10810?crseNumb=164,10810,General Biology Laboratory I,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,201,Recitation/Discussion,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10284?crseNumb=201,10284,Human Physiology I,T,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,201,Recitation/Discussion,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10555?crseNumb=201,10555,Human Physiology I,W,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,201,Recitation/Discussion,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10487?crseNumb=201,10487,Human Physiology I,W,Days _ Time,10:00 am - 11:50 am,Days _ Time1,STAFF
BIO,201,Recitation/Discussion,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12695?crseNumb=201,12695,Human Physiology I,R,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,201,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10283?crseNumb=201,10283,Human Physiology I,M,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,STAFF
STAT,932,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10716?crseNumb=932,10716,Statistics for Behavioral Science,T,Days _ Time,09:00 am - 11:50 am,Days _ Time1,Merrill W Liechty
BIO,207,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11058?crseNumb=207,11058,Applications in Biology I,W,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
ECON,201,Lecture,Face To Face,010,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13483?crseNumb=201,13483,Principles of Microeconomics,R,Days _ Time,06:00 pm - 09:50 pm,Days _ Time1,Nitin Ajmera
